State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details
29,8,2022,11,3,694,0,3,6,4,0,2,1,1,1,2,114,52,0,1,1,2
22,23,2018,5,4,43,0,3,0,8,0,0,3,1,0,2,31,34,1,1,0,0
19,23,2019,1,3,449,2,4,0,7,3,3,1,3,3,2,118,38,0,0,1,2
1,23,2019,9,5,1043,1,1,5,9,5,2,0,1,1,1,34,33,1,2,0,1
5,23,2021,8,4,126,0,1,0,8,4,0,0,3,0,3,41,46,0,0,0,3
19,23,2020,11,6,65,2,4,5,0,0,1,3,2,0,2,110,66,0,2,0,3
6,5,2021,0,5,1182,0,3,4,10,3,4,2,3,1,2,100,69,0,1,1,3
25,23,2022,5,4,984,1,4,2,8,1,3,1,3,2,3,48,40,0,1,1,2
8,0,2022,7,6,140,0,1,2,10,5,1,3,1,0,1,30,18,1,1,0,0
19,23,2023,6,4,559,0,4,4,8,0,4,3,0,1,0,78,31,0,2,1,0
30,23,2022,3,0,491,2,1,4,5,1,2,2,2,3,1,74,50,1,0,0,1
30,23,2021,8,1,1184,2,2,2,9,3,4,1,2,2,2,41,46,0,1,1,2
19,23,2021,2,0,707,1,2,5,4,4,0,3,2,3,0,75,56,1,1,1,1
3,23,2018,9,1,40,1,2,0,5,0,2,1,2,0,2,81,20,1,0,1,0
25,23,2021,11,6,199,0,1,0,9,3,4,2,3,1,0,89,47,0,1,1,1
2,23,2018,2,1,1160,2,1,6,4,2,4,3,0,1,3,46,30,0,2,1,3
19,23,2022,9,3,672,0,2,1,6,1,4,1,2,3,3,104,44,0,1,1,0
22,23,2023,9,6,21,2,3,5,1,1,3,2,2,3,1,92,28,1,2,1,0
1,23,2021,5,6,759,0,5,3,3,5,3,1,3,2,2,40,50,0,1,0,1
24,7,2018,4,1,187,0,2,3,0,2,2,1,2,0,3,89,61,1,0,0,0
27,23,2019,8,4,251,1,1,0,1,2,4,2,1,2,2,31,48,0,1,1,2
0,21,2019,0,5,511,2,1,2,10,5,2,3,2,1,1,37,46,1,0,1,2
12,23,2019,4,5,1195,2,4,6,5,4,4,3,3,3,1,63,65,1,1,0,0
8,24,2018,9,2,463,1,2,6,0,3,0,3,2,0,1,88,60,0,2,0,0
31,4,2018,10,3,98,0,2,1,4,4,1,1,3,0,2,114,58,1,1,1,3
0,26,2021,5,0,936,0,5,2,0,4,4,3,3,0,2,113,67,0,1,1,0
25,23,2018,7,3,912,0,5,2,4,0,1,1,3,2,3,83,29,0,0,1,3
18,23,2020,2,5,384,1,4,6,2,5,2,1,3,1,2,57,18,0,2,0,0
0,21,2018,8,5,839,0,5,3,5,0,2,0,2,1,2,89,23,0,2,1,1
0,27,2021,11,5,506,0,3,5,8,2,3,1,2,1,0,67,59,1,2,0,0
27,23,2022,10,0,326,1,3,6,10,0,0,0,2,2,0,45,48,0,1,1,1
4,23,2023,8,1,957,2,5,2,0,3,4,0,0,1,2,67,18,0,1,1,3
13,14,2023,9,6,1207,2,3,5,3,3,2,3,2,2,2,37,32,0,0,0,0
29,25,2020,6,6,946,0,3,5,10,3,4,2,0,3,2,35,24,0,1,0,2
19,23,2018,8,0,283,2,2,5,4,4,2,2,0,3,3,105,62,0,2,0,2
25,23,2021,10,4,470,2,2,3,5,4,4,0,3,1,0,36,67,1,1,1,3
20,23,2021,1,5,992,2,2,5,6,5,2,3,1,0,3,93,31,1,0,1,2
23,23,2018,2,3,174,1,2,6,4,4,2,1,3,1,2,99,60,0,0,0,0
18,23,2022,0,4,378,1,5,2,7,2,0,1,2,1,2,61,26,0,0,0,2
1,23,2022,10,2,663,2,1,3,1,4,1,1,1,0,0,75,46,0,1,1,1
24,6,2023,9,2,1218,1,4,2,1,0,4,3,2,3,2,89,23,1,2,1,0
10,23,2019,1,5,96,2,4,3,5,3,4,1,1,3,1,65,49,0,0,1,2
12,23,2023,4,2,175,0,1,1,9,5,1,1,2,1,1,106,38,0,2,1,3
11,23,2021,5,0,320,0,5,3,2,2,3,3,1,0,1,93,43,1,0,1,2
22,23,2023,6,6,274,1,1,5,1,1,3,3,3,3,3,75,62,1,1,0,0
13,14,2019,5,6,442,1,3,3,7,0,0,0,3,3,2,47,61,0,2,0,0
3,23,2018,2,0,579,2,5,4,10,4,2,2,1,0,3,79,52,1,2,0,2
7,23,2022,11,1,306,0,1,4,8,0,0,3,1,3,1,84,32,0,1,0,1
27,23,2023,7,3,281,1,2,1,0,0,0,2,0,3,2,108,45,1,1,0,0
29,10,2023,9,6,144,2,4,5,1,0,0,2,3,2,3,66,49,1,2,1,3
4,23,2020,1,0,303,1,1,5,7,5,0,2,1,0,1,94,31,1,0,1,2
12,23,2020,3,5,753,0,5,4,4,1,2,0,2,2,0,110,57,1,2,0,1
17,23,2022,3,4,1167,0,4,2,10,3,3,0,1,1,3,104,67,1,1,1,2
30,23,2021,1,5,958,2,5,6,8,3,4,3,3,3,0,116,67,1,0,0,3
10,23,2023,5,1,690,1,3,3,1,4,2,2,2,1,0,35,51,0,0,1,3
1,23,2021,2,4,450,2,1,0,9,2,2,3,2,2,0,61,32,1,0,1,3
12,23,2019,5,6,208,0,4,4,3,0,0,0,2,0,1,62,63,0,0,1,1
15,23,2023,0,6,654,2,1,5,9,1,3,3,3,3,0,90,19,1,1,0,2
23,23,2022,5,5,248,1,3,0,5,5,3,3,1,3,2,73,51,0,1,0,1
5,23,2023,9,6,717,0,2,1,3,5,4,0,1,2,2,75,26,1,0,0,1
15,23,2022,3,3,338,2,4,1,10,4,2,0,0,1,2,120,35,1,0,0,2
22,23,2021,5,2,109,0,2,5,8,0,1,3,3,3,3,69,38,0,2,0,3
25,23,2021,3,6,554,1,4,0,6,4,2,3,0,2,3,51,68,0,2,0,2
4,23,2020,6,4,1234,1,2,6,1,3,2,1,3,2,1,33,44,0,1,1,3
25,23,2020,1,1,966,2,2,0,9,1,0,0,0,3,2,51,25,1,0,0,1
9,23,2022,9,0,416,2,2,3,2,4,3,1,1,2,1,56,22,1,0,1,0
10,23,2021,6,4,642,1,2,0,1,0,3,3,2,3,2,54,19,0,2,1,0
29,10,2023,8,5,1001,2,3,4,0,2,0,1,3,0,1,89,27,1,0,0,0
2,23,2018,9,0,1257,2,1,2,8,0,1,1,2,3,3,102,61,0,1,1,2
21,23,2020,7,6,126,1,1,4,1,2,0,3,1,1,1,110,25,0,0,1,3
22,23,2022,0,6,930,1,5,2,5,3,1,3,3,0,0,116,44,1,1,1,1
13,12,2020,3,6,879,2,4,3,2,2,2,2,2,1,0,60,38,0,1,1,0
8,0,2022,4,0,244,0,4,6,8,5,1,2,2,0,0,100,43,1,2,1,3
22,23,2022,0,1,333,1,4,6,0,3,3,1,2,1,0,118,62,1,0,0,0
25,23,2020,7,1,1077,1,3,4,4,1,4,1,3,2,1,43,25,1,2,0,3
26,3,2021,1,3,374,0,2,3,1,1,0,0,1,1,0,40,68,1,2,0,1
4,23,2021,4,5,831,2,5,0,5,3,4,0,0,3,0,62,36,1,1,0,2
20,23,2021,1,0,1199,1,2,1,0,3,3,2,3,0,2,32,43,0,1,1,0
30,23,2021,11,5,646,1,3,2,10,1,4,2,0,0,3,111,28,0,1,1,1
4,23,2022,8,0,691,1,1,4,8,4,2,2,1,2,2,51,30,1,2,0,0
11,23,2021,4,0,796,2,1,0,1,4,1,0,1,1,1,40,42,0,2,0,0
0,21,2022,8,1,1090,0,1,3,0,2,2,3,1,3,1,84,27,1,2,0,3
15,23,2022,0,1,291,2,2,2,1,1,0,3,0,1,0,49,49,1,1,1,0
4,23,2018,6,1,882,2,3,1,5,5,4,1,1,0,3,60,56,0,0,0,0
29,25,2020,3,6,826,0,3,5,3,5,1,3,0,1,2,70,25,0,1,1,3
31,4,2021,11,1,289,0,2,4,3,5,4,0,1,3,0,41,61,1,0,1,3
5,23,2023,8,1,893,2,2,2,3,0,0,1,0,2,0,47,34,0,2,1,2
31,19,2021,4,5,965,0,1,2,10,3,3,3,2,2,0,106,34,1,1,1,3
6,18,2021,4,6,598,0,4,3,8,3,4,1,2,0,1,77,67,1,1,0,2
8,0,2019,6,3,480,2,3,5,10,3,3,0,2,2,3,66,47,0,2,0,3
7,23,2022,4,4,88,2,2,1,1,2,3,2,2,3,0,90,19,1,1,0,0
7,23,2018,2,1,970,1,2,5,1,0,2,2,2,2,1,67,70,0,1,0,2
2,23,2019,9,6,216,2,4,3,5,3,2,0,1,3,0,65,18,1,1,0,0
23,23,2022,8,6,1230,0,2,1,6,3,1,0,1,2,2,53,44,0,2,1,0
21,23,2020,11,5,935,1,3,4,0,4,2,2,3,3,2,69,29,0,1,1,1
30,23,2023,1,0,880,0,1,3,8,5,1,2,2,1,2,84,69,1,1,0,2
15,23,2022,9,4,264,2,2,1,1,0,3,1,2,1,3,41,28,0,1,1,1
13,14,2023,6,3,398,1,2,5,8,0,4,3,1,3,0,48,67,0,1,0,3
27,23,2019,5,2,348,2,3,6,7,3,4,0,0,2,3,109,68,1,1,0,0
3,23,2022,8,5,603,1,4,2,1,5,4,3,1,0,1,72,40,0,1,1,3
5,23,2022,5,1,389,2,2,5,4,2,2,0,3,2,3,94,68,0,1,0,1
24,7,2020,11,5,963,2,1,3,0,2,4,3,1,1,1,50,32,0,0,0,2
7,23,2020,10,2,911,0,2,1,9,4,3,3,1,2,0,35,18,1,0,0,1
12,23,2018,10,5,392,2,1,6,8,4,0,2,0,1,3,39,58,1,1,1,2
22,23,2018,9,0,1007,0,5,5,9,2,4,1,2,2,0,106,47,1,2,1,1
14,23,2023,6,1,501,1,5,0,5,1,0,3,2,1,1,113,53,0,1,1,0
3,23,2020,7,0,130,2,2,0,3,2,2,0,0,2,3,64,43,1,1,1,2
21,23,2019,10,5,1220,2,4,0,7,4,1,0,0,2,3,108,31,0,1,0,2
20,23,2018,2,1,1200,0,1,0,10,4,2,3,1,2,0,94,70,1,0,0,3
0,21,2021,0,4,644,1,5,6,6,4,0,1,3,3,3,115,48,0,1,1,2
20,23,2023,7,0,845,0,3,2,2,4,2,0,2,2,2,31,27,1,2,1,3
26,3,2022,7,6,1070,2,1,0,2,3,2,0,3,3,1,80,48,0,2,1,3
5,23,2018,7,5,1100,0,2,0,10,0,4,3,2,1,3,96,28,0,2,0,3
28,23,2019,7,6,1120,1,2,6,4,0,3,2,3,2,3,71,20,1,2,1,2
16,17,2019,6,0,1182,2,2,3,3,1,3,2,3,2,2,91,47,0,0,1,1
13,12,2020,3,1,102,2,3,1,2,0,1,0,3,3,3,55,37,0,0,1,0
0,26,2021,8,4,637,1,3,0,5,4,1,0,3,3,2,85,29,0,0,1,2
3,23,2020,4,6,1006,1,2,1,7,0,0,2,2,2,2,62,70,1,0,0,2
4,23,2022,8,4,1006,1,1,0,3,3,3,2,2,2,2,83,70,1,1,0,3
2,23,2018,4,2,526,2,3,6,9,4,2,2,2,3,1,31,43,0,2,0,2
30,23,2021,6,4,1236,1,4,6,3,0,0,3,0,3,0,119,66,1,1,1,3
23,23,2022,10,3,80,1,3,1,1,0,2,0,1,3,2,55,51,1,1,0,0
21,23,2020,5,3,293,2,2,6,3,5,2,3,0,3,0,67,59,0,1,1,2
30,23,2023,11,5,1084,0,4,4,6,0,3,2,0,2,2,105,45,0,2,1,3
24,6,2019,6,0,167,1,5,2,7,0,3,0,1,3,1,99,21,1,1,0,1
8,20,2022,7,1,339,0,3,3,9,3,3,3,2,3,0,48,45,0,0,0,3
13,14,2021,1,4,394,0,5,6,6,4,1,1,1,2,3,96,27,1,2,0,2
25,23,2021,9,1,124,0,5,4,5,1,3,2,1,2,3,103,51,0,1,0,2
12,23,2019,7,0,417,2,2,4,9,3,4,3,2,2,3,55,36,0,0,0,3
19,23,2020,0,0,448,0,5,1,8,3,1,0,0,3,3,68,57,0,1,0,3
5,23,2018,11,1,248,2,3,4,1,0,1,0,0,0,1,66,33,1,1,0,1
15,23,2021,9,1,1159,0,2,1,7,1,0,3,3,1,2,70,69,1,2,0,0
31,9,2021,2,2,105,2,5,6,3,3,1,0,0,2,1,102,53,0,1,0,0
10,23,2021,9,6,615,1,1,6,1,3,4,2,0,0,3,107,62,0,0,1,3
14,23,2021,2,1,42,0,1,6,4,4,2,1,2,2,3,87,53,0,2,0,2
3,23,2021,8,6,1003,0,2,2,9,2,1,2,2,1,2,90,39,0,2,0,2
4,23,2021,2,3,344,2,2,6,1,0,1,1,1,1,2,58,35,1,2,0,1
28,23,2020,7,4,207,2,5,0,6,5,0,1,3,0,3,95,47,0,2,0,1
14,23,2020,7,6,995,0,5,2,5,5,0,3,3,3,3,58,35,0,2,1,1
15,23,2023,0,1,1168,2,2,3,10,1,1,2,2,3,3,98,44,0,2,0,0
6,16,2022,0,1,372,0,3,3,2,2,4,0,1,0,1,80,20,1,1,1,1
10,23,2021,7,5,625,1,1,5,9,3,3,3,0,0,0,96,28,1,1,1,3
20,23,2023,2,1,149,0,4,6,4,4,3,1,3,0,1,39,27,1,0,1,1
31,19,2018,0,5,956,1,4,4,0,5,1,0,0,0,3,51,54,0,1,1,0
28,23,2020,4,6,133,2,3,1,2,5,3,3,1,3,1,46,43,1,0,0,3
19,23,2019,10,5,49,0,1,5,3,0,0,0,1,3,2,75,56,1,1,0,2
18,23,2020,4,6,971,0,4,6,8,0,0,2,1,3,3,68,59,1,0,0,0
19,23,2018,3,4,611,1,5,2,9,5,3,1,0,1,2,107,48,1,2,0,3
19,23,2022,11,5,587,2,5,6,1,0,4,3,2,2,2,80,57,1,1,1,1
25,23,2022,0,2,732,1,4,1,9,4,1,2,2,2,3,115,22,1,0,0,2
23,23,2021,7,3,457,2,2,5,2,0,2,1,0,3,3,44,54,1,2,0,1
12,23,2018,3,2,1086,1,1,5,5,0,2,0,3,3,1,67,25,1,1,1,3
4,23,2019,8,5,719,2,1,5,5,5,0,3,2,2,1,97,55,0,1,1,1
22,23,2019,2,3,369,2,5,1,6,5,2,2,1,1,2,79,65,0,2,1,1
31,9,2020,10,4,923,1,3,2,10,4,2,1,1,0,3,63,27,0,0,0,3
23,23,2022,4,5,1134,0,5,6,9,2,1,2,1,0,1,84,39,1,1,1,0
21,23,2022,0,4,920,2,3,1,1,3,1,0,1,3,2,43,65,1,1,0,2
27,23,2023,5,5,405,0,2,2,9,4,2,1,1,3,0,39,27,0,0,1,0
10,23,2020,4,6,1194,0,3,3,4,4,0,3,1,0,1,35,62,1,1,0,0
23,23,2019,10,1,726,1,4,5,2,3,3,1,0,2,3,32,24,0,0,1,1
1,23,2018,6,2,1243,1,4,5,9,1,2,3,3,3,1,95,18,0,0,0,2
19,23,2019,11,4,137,1,3,6,4,2,4,0,3,0,0,82,54,1,1,0,3
27,23,2018,4,5,790,1,5,3,6,5,4,2,3,3,2,101,25,1,2,1,0
11,23,2023,0,3,824,2,2,4,8,5,1,2,1,2,0,51,40,0,2,0,2
2,23,2021,3,0,1029,2,1,6,0,3,4,0,3,3,3,88,67,1,0,1,0
5,23,2022,3,1,632,2,1,6,8,0,4,0,3,0,0,107,67,0,2,1,3
8,24,2021,0,6,1039,2,5,1,7,3,3,3,3,0,0,33,43,0,0,1,3
4,23,2021,4,1,1182,1,4,6,4,2,4,3,2,3,1,120,33,0,2,0,1
13,14,2021,3,1,1156,1,2,2,7,0,4,3,3,3,1,72,22,1,1,0,0
8,24,2018,4,4,812,0,2,1,4,3,2,2,0,1,1,92,63,1,1,0,2
9,23,2020,2,5,1162,2,1,0,8,4,4,2,3,2,3,63,31,1,2,0,3
6,5,2021,8,0,505,2,3,5,8,2,2,3,2,3,2,66,22,0,1,0,2
15,23,2021,2,4,310,0,1,0,9,3,3,2,2,3,1,69,30,1,2,0,1
7,23,2021,2,4,361,1,4,4,5,3,4,3,3,0,2,59,64,1,2,0,3
17,23,2019,4,4,858,2,5,4,6,0,1,3,1,2,1,30,59,1,0,0,3
12,23,2018,6,6,293,1,4,0,8,1,0,1,0,2,3,35,42,0,1,0,0
18,23,2018,10,2,269,1,1,4,9,1,3,1,1,0,0,57,29,0,2,0,2
25,23,2022,7,3,240,1,4,2,9,1,3,1,3,1,0,53,61,0,1,0,2
6,16,2020,1,6,609,0,2,3,2,2,1,3,2,3,1,96,26,1,1,1,2
31,9,2021,8,6,480,0,2,6,1,4,0,1,0,1,0,38,21,1,1,1,1
25,23,2021,2,0,437,1,5,5,2,4,3,1,1,0,0,84,45,1,0,1,3
31,4,2022,5,2,662,1,2,1,0,4,2,3,1,0,0,53,65,1,0,1,1
5,23,2021,8,0,388,2,5,3,5,1,1,0,1,2,1,45,49,0,0,0,1
10,23,2023,1,2,1050,1,2,6,2,3,1,0,1,2,2,49,64,0,1,0,0
30,23,2021,2,0,380,0,1,4,7,1,2,2,1,2,3,102,61,0,0,1,1
6,16,2018,10,6,620,2,3,3,4,4,2,1,0,3,1,111,22,1,2,1,0
26,11,2020,2,6,62,2,3,6,10,2,4,2,0,0,1,90,54,1,1,0,1
25,23,2022,4,3,431,2,4,4,9,5,2,1,3,0,3,90,42,0,2,0,3
25,23,2022,5,6,475,2,2,5,8,1,0,2,1,0,3,78,22,1,1,0,1
16,17,2021,0,4,599,0,2,3,10,1,2,0,0,1,3,112,55,0,2,1,3
7,23,2018,6,0,105,1,3,4,4,2,4,2,2,0,1,46,36,1,2,0,2
0,21,2023,1,4,512,2,4,1,1,1,4,3,1,1,2,45,53,0,0,0,0
22,23,2022,5,0,528,1,1,5,9,0,1,3,1,1,1,78,40,1,0,1,2
18,23,2020,7,4,534,2,1,6,10,2,1,1,2,0,3,119,27,0,0,1,1
27,23,2023,9,4,50,2,5,4,6,3,3,2,3,3,0,37,60,0,2,1,1
26,11,2020,6,2,716,2,1,5,3,1,1,2,3,2,3,58,70,1,2,1,3
19,23,2020,5,6,813,2,1,3,7,4,3,1,3,0,1,109,60,1,1,0,1
0,27,2018,2,0,19,1,4,0,1,5,1,3,3,0,1,86,51,0,1,1,3
29,25,2023,5,2,1204,1,1,4,1,3,1,2,3,1,3,30,59,1,1,1,0
4,23,2018,0,6,1254,1,5,4,9,2,1,2,0,2,3,81,54,1,2,0,3
19,23,2023,3,3,407,1,2,1,2,2,1,2,0,3,0,56,60,0,2,1,1
21,23,2022,11,5,1208,0,4,2,6,3,3,2,3,2,2,53,40,0,2,1,0
27,23,2018,2,3,464,1,3,1,8,2,0,1,2,2,3,114,46,0,0,1,2
13,1,2021,10,0,258,1,1,4,2,3,4,2,1,1,2,97,37,1,0,0,3
5,23,2022,4,2,389,2,1,2,8,2,2,3,3,1,3,109,51,0,0,0,2
14,23,2023,5,2,1106,2,4,3,2,0,3,0,1,1,3,96,66,1,2,1,1
15,23,2018,1,4,111,1,4,3,0,4,2,2,1,2,1,46,63,0,1,1,0
6,18,2018,8,2,531,2,4,1,0,1,3,1,3,2,2,30,52,0,2,1,0
22,23,2023,3,2,817,1,3,6,6,5,4,3,2,3,0,55,68,0,1,0,0
8,24,2021,0,3,723,0,3,3,3,1,4,2,1,2,0,47,49,0,2,1,3
6,5,2021,10,6,996,2,5,6,8,4,1,3,0,2,3,72,19,0,0,0,2
31,19,2022,7,3,1136,1,5,4,6,0,3,3,2,0,1,41,43,1,0,1,1
31,9,2020,0,4,1120,1,3,6,8,0,2,0,0,0,0,77,39,0,1,0,0
3,23,2023,2,1,609,2,2,1,10,1,2,1,3,3,2,116,55,1,2,0,2
16,17,2022,0,1,434,1,3,4,7,1,3,1,3,0,0,78,42,1,1,1,2
19,23,2023,0,3,784,0,1,6,4,5,4,0,1,1,0,46,66,0,1,1,0
12,23,2020,1,4,39,1,1,1,1,0,4,2,2,2,3,86,53,0,0,1,0
11,23,2020,7,1,1047,1,3,1,2,1,2,0,1,2,1,87,61,0,2,1,2
1,23,2020,5,0,229,1,4,2,8,2,0,2,0,1,1,110,70,1,1,0,2
3,23,2020,2,1,1017,2,5,3,4,2,2,2,3,2,0,43,40,0,0,0,1
24,22,2023,6,5,1119,0,4,3,5,2,1,2,1,1,3,64,67,1,1,0,0
8,0,2022,2,0,132,0,3,0,3,2,1,2,0,0,1,117,57,0,0,1,1
16,17,2019,3,2,433,1,5,2,10,2,3,0,2,2,3,60,38,0,0,0,2
8,20,2021,6,2,601,0,3,6,9,0,0,2,3,1,3,37,63,0,0,0,0
31,9,2021,2,4,1180,2,4,5,5,1,4,3,1,1,0,100,61,1,0,0,1
16,17,2022,3,6,118,0,5,2,6,2,4,1,3,1,3,44,36,0,0,1,2
18,23,2021,9,6,557,0,3,5,0,3,3,1,1,0,1,98,24,0,2,0,3
26,11,2020,4,4,527,1,1,4,2,2,2,3,1,0,3,114,64,0,2,1,3
0,27,2020,2,4,1247,1,4,0,10,1,4,1,3,2,3,80,40,1,2,1,0
7,23,2019,9,6,693,2,3,2,8,2,4,1,3,2,3,114,33,0,1,0,0
22,23,2021,7,4,142,1,5,6,2,5,2,1,0,3,2,30,27,0,1,1,1
23,23,2022,9,5,1243,0,2,6,7,0,1,1,0,1,3,94,22,1,0,1,0
12,23,2020,6,4,732,2,1,1,8,2,1,3,1,0,3,120,56,1,1,0,3
21,23,2019,11,1,365,2,4,1,6,5,2,2,2,2,2,44,68,0,0,1,3
27,23,2022,7,3,1231,2,3,0,10,2,4,3,1,1,2,82,60,1,2,0,0
7,23,2019,0,4,1019,0,1,4,0,1,2,0,3,3,1,106,36,0,1,1,0
14,23,2019,7,0,334,1,2,4,7,5,3,0,1,3,3,38,46,0,2,1,0
21,23,2018,7,1,1015,1,3,2,1,1,0,2,2,2,1,33,62,1,1,0,0
26,3,2020,2,2,250,0,3,1,8,4,2,3,0,3,3,80,68,1,1,1,1
0,27,2022,9,5,257,0,5,0,10,5,4,1,2,0,2,105,35,0,1,0,2
14,23,2018,10,6,303,2,2,5,8,2,1,3,1,3,3,101,62,1,2,1,1
0,21,2021,0,1,1063,1,5,4,4,4,4,3,2,2,2,106,36,0,0,0,2
20,23,2021,1,3,366,1,5,1,1,2,2,1,0,0,2,55,24,1,2,0,3
7,23,2021,11,3,1122,1,5,0,8,5,0,1,3,0,1,36,33,1,2,0,1
26,3,2021,0,1,115,1,2,5,7,0,4,2,3,3,3,30,39,0,1,0,3
5,23,2020,0,5,847,1,3,2,5,4,3,1,3,2,2,49,50,0,0,1,2
1,23,2023,8,0,1182,1,1,4,2,4,3,1,2,3,0,77,66,1,2,1,3
25,23,2018,10,2,224,0,2,3,5,1,2,1,1,3,0,81,68,0,2,1,0
19,23,2020,3,4,663,1,4,3,3,2,3,1,2,2,2,83,48,0,1,0,2
6,18,2020,7,2,330,2,3,0,1,5,0,1,1,1,1,97,46,0,2,0,3
27,23,2022,7,3,382,1,1,4,6,2,2,2,1,3,2,76,18,0,0,0,3
1,23,2019,9,3,666,2,2,4,3,2,0,0,3,2,1,50,54,1,0,1,0
29,10,2020,9,5,1160,1,1,4,9,4,0,3,1,2,2,75,61,1,1,0,1
12,23,2021,8,1,839,2,3,5,3,4,4,2,3,1,2,75,68,0,2,0,3
25,23,2023,10,3,1077,1,3,0,1,2,3,1,1,0,0,58,67,1,2,0,0
2,23,2020,7,5,930,1,5,4,2,2,4,0,0,1,0,45,30,0,2,1,3
14,23,2023,3,3,546,0,3,6,0,1,2,3,3,0,3,75,63,1,0,1,1
29,25,2022,11,2,344,2,2,3,0,0,0,0,1,0,3,92,40,0,1,1,1
13,1,2022,2,4,626,1,1,6,5,3,4,3,3,3,3,76,42,1,2,0,0
22,23,2021,1,2,142,1,5,4,4,4,4,3,3,1,2,100,40,0,0,1,0
27,23,2023,8,1,256,2,1,0,3,5,3,3,0,0,0,55,45,0,0,1,0
14,23,2020,3,1,1199,0,2,1,2,2,4,0,2,1,3,105,32,0,1,0,2
8,20,2022,7,1,385,1,5,6,6,2,2,0,3,0,1,100,26,0,0,0,3
21,23,2021,6,4,390,2,5,1,5,2,3,2,2,2,3,82,70,0,0,1,1
6,5,2023,10,5,20,2,1,2,10,5,2,3,0,2,0,115,56,0,2,1,2
7,23,2020,3,2,1178,0,5,0,9,3,3,2,1,1,2,114,57,0,1,0,3
8,20,2018,0,2,1055,1,3,1,1,5,4,1,2,0,2,31,40,1,1,1,1
20,23,2019,7,2,835,0,3,3,8,0,4,3,3,0,0,46,62,1,0,0,1
8,20,2022,4,6,673,2,4,5,6,1,3,1,1,1,2,110,52,1,0,1,1
7,23,2018,6,3,372,0,1,5,3,1,4,3,2,1,2,94,39,0,2,1,3
19,23,2023,1,1,116,0,1,3,9,1,0,2,3,0,2,100,28,0,1,1,1
30,23,2018,6,4,752,2,4,0,9,0,3,3,1,0,0,102,50,0,0,1,3
15,23,2020,6,5,201,2,4,3,10,2,1,1,3,0,0,97,42,1,1,1,1
18,23,2022,10,1,123,1,5,6,2,0,4,2,2,2,0,76,31,0,1,1,1
20,23,2020,5,1,1051,0,5,0,5,0,3,2,2,3,3,75,31,0,0,1,0
6,5,2021,4,0,994,1,3,4,8,5,4,3,1,0,2,49,64,1,1,1,3
6,5,2023,11,2,273,1,3,5,10,0,3,2,1,1,1,113,65,0,0,0,3
23,23,2020,8,0,786,1,2,4,10,0,2,1,3,3,2,61,61,1,2,1,3
29,8,2023,9,6,533,1,5,5,8,0,3,3,3,1,3,43,56,1,2,1,3
6,16,2020,5,0,678,2,1,2,8,0,0,2,2,3,0,81,68,1,0,1,3
15,23,2018,9,0,700,0,2,6,1,2,2,1,3,1,2,41,38,1,1,0,2
16,15,2022,7,3,1068,2,2,5,10,3,0,0,0,3,0,86,58,1,1,0,1
2,23,2019,11,5,753,2,3,1,6,5,3,1,1,2,0,42,69,1,2,1,2
12,23,2022,4,0,501,1,5,4,10,4,4,3,0,1,3,86,19,1,2,0,0
26,11,2023,10,1,905,0,5,4,5,5,1,3,3,3,2,99,20,1,1,0,2
23,23,2020,4,5,574,1,4,5,10,2,0,3,2,3,0,89,58,0,0,0,3
25,23,2020,4,6,434,1,1,3,2,1,4,1,2,2,2,89,54,1,0,0,3
26,11,2023,9,2,1038,1,1,0,10,1,0,1,0,2,1,31,64,1,1,1,0
6,16,2020,4,6,97,0,4,2,1,1,3,3,3,3,3,75,69,0,1,0,2
18,23,2019,10,1,536,1,3,5,10,0,2,1,2,1,2,103,29,0,0,0,0
7,23,2023,11,6,323,2,4,2,6,3,3,0,0,3,3,113,64,1,1,1,2
23,23,2021,3,2,15,0,4,3,8,4,2,2,2,3,2,71,56,1,1,0,0
1,23,2018,2,5,145,1,2,3,7,1,3,2,2,3,2,35,35,0,1,1,3
30,23,2023,1,4,180,1,5,4,0,5,0,1,2,0,2,79,43,1,2,0,3
19,23,2020,2,5,983,0,3,0,7,1,2,1,0,2,0,54,50,0,0,1,0
10,23,2023,2,2,867,0,2,0,2,1,0,0,2,2,3,86,24,0,0,1,2
31,9,2021,7,2,968,1,4,3,10,2,2,3,1,2,3,32,68,1,0,1,1
20,23,2022,3,1,973,1,1,3,8,0,4,2,0,2,1,57,54,1,1,1,2
22,23,2023,2,1,192,1,3,3,7,0,3,0,3,2,0,104,64,0,0,0,1
0,27,2018,8,5,17,1,2,1,6,0,1,2,3,0,3,86,24,0,2,1,3
2,23,2018,0,0,351,2,3,4,4,0,0,3,2,3,3,119,70,1,1,1,0
15,23,2022,4,3,1086,2,3,3,3,1,2,3,0,3,1,110,24,1,1,0,3
10,23,2021,8,2,6,2,5,0,5,3,0,0,0,1,1,99,27,1,1,1,0
12,23,2020,1,5,520,1,3,5,10,2,3,2,0,0,2,79,37,1,2,1,2
21,23,2019,8,3,75,1,5,3,5,1,2,1,1,3,0,45,56,1,0,1,0
21,23,2018,4,4,1186,0,4,2,9,3,3,1,0,1,2,88,42,0,2,0,0
